PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2011 MAN;2011 VROUW;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;deeltijd onderwijs;bachelor;13;10;3;9;7;8;8;17;19;13
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;voltijd onderwijs;bachelor;56;26;44;16;45;15;44;18;45;21
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;deeltijd onderwijs;bachelor;7;6;7;8;2;1;1;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;bachelor;65;24;52;17;20;4;6;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56114;B Religie en Levensbeschouwing;deeltijd onderwijs;bachelor;4;11;2;7;8;10;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56114;B Religie en Levensbeschouwing;voltijd onderwijs;bachelor;24;39;14;42;23;48;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56703;B Archeologie;deeltijd onderwijs;bachelor;6;10;3;2;5;0;3;0;2;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56703;B Archeologie;voltijd onderwijs;bachelor;30;26;23;21;23;21;15;16;9;16
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56704;B Oudheidkunde;deeltijd onderwijs;bachelor;3;3;2;1;1;1;1;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56704;B Oudheidkunde;voltijd onderwijs;bachelor;21;26;20;31;16;25;14;22;9;17
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56802;B Literatuurwetenschap;deeltijd onderwijs;bachelor;0;0;0;0;0;0;0;1;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56802;B Literatuurwetenschap;voltijd onderwijs;bachelor;7;18;6;19;4;13;2;7;2;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;deeltijd onderwijs;bachelor;0;6;0;1;0;2;0;1;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;bachelor;4;34;2;43;1;33;1;27;1;11
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;deeltijd onderwijs;bachelor;2;8;0;2;0;1;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;bachelor;14;48;8;39;4;19;3;11;0;5
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;deeltijd onderwijs;bachelor;4;3;1;3;1;1;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;bachelor;36;102;31;95;22;63;15;37;6;18
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;deeltijd onderwijs;bachelor;2;9;0;2;0;1;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;voltijd onderwijs;bachelor;1;16;1;5;1;3;0;1;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;deeltijd onderwijs;bachelor;1;4;1;0;1;1;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;bachelor;14;85;5;63;5;47;4;27;0;15
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;deeltijd onderwijs;bachelor;5;16;4;8;3;3;1;1;1;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;bachelor;10;57;6;49;3;25;3;19;1;6
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;deeltijd onderwijs;bachelor;5;2;4;1;4;1;4;0;4;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;bachelor;53;135;57;121;61;138;47;130;47;137
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60036;M Visual Arts, Media and Architecture (research);voltijd onderwijs;master;4;7;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60037;M Museumconservator;duaal onderwijs;master;2;11;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60038;M Phil Letterkunde (research);voltijd onderwijs;master;3;11;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60039;M Oudheidstudies (research);voltijd onderwijs;master;8;7;12;10;9;12;8;12;6;6
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60042;M Philosophy of Management and Organizations;deeltijd onderwijs;master;10;10;6;4;5;3;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60042;M Philosophy of Management and Organizations;voltijd onderwijs;master;13;3;7;1;5;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60043;M Christian Studies of Science & Society;voltijd onderwijs;master;18;6;6;1;3;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;deeltijd onderwijs;master;0;0;1;7;0;4;0;3;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;master;0;0;15;94;19;101;17;112;14;86
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60139;M Geschiedenis (research);voltijd onderwijs;master;0;0;4;4;6;4;5;2;5;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60254;M Theology;deeltijd onderwijs;master;12;4;5;2;5;2;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60254;M Theology;voltijd onderwijs;master;13;10;6;2;2;1;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60290;M English Language and Culture;deeltijd onderwijs;master;2;2;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60290;M English Language and Culture;voltijd onderwijs;master;4;19;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60297;M Geschiedenis na 1400 (research);voltijd onderwijs;master;4;7;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60374;M Comparative Arts and Media Studies;deeltijd onderwijs;master;0;5;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60374;M Comparative Arts and Media Studies;voltijd onderwijs;master;17;60;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60665;M Journalistiek;voltijd onderwijs;master;20;48;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60720;M Linguistics (research);voltijd onderwijs;master;1;4;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60805;M Archeologie;deeltijd onderwijs;master;6;6;0;2;2;2;1;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60805;M Archeologie;voltijd onderwijs;master;8;5;9;4;7;6;12;10;11;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60808;M Erfgoedstudies;deeltijd onderwijs;master;11;15;6;11;1;8;1;6;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60808;M Erfgoedstudies;voltijd onderwijs;master;7;21;9;8;8;7;11;6;13;11
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;deeltijd onderwijs;master;0;0;1;2;0;1;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;master;0;0;5;31;5;40;9;38;8;27
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60814;M Letterkunde (research);voltijd onderwijs;master;0;0;4;9;7;10;4;5;2;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;deeltijd onderwijs;master;0;0;0;2;0;2;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;master;0;0;2;26;1;32;4;37;3;27
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;master;0;0;0;4;0;4;0;6;2;5
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60821;M Oudheidstudies;voltijd onderwijs;master;0;0;7;12;4;10;9;11;7;14
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;deeltijd onderwijs;master;0;0;1;0;5;3;11;6;6;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;master;0;0;8;7;16;7;24;7;22;13
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;deeltijd onderwijs;master;0;0;0;1;0;1;1;1;1;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;voltijd onderwijs;master;0;0;3;4;4;8;9;13;18;16
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;master;0;0;2;3;9;12;20;14;15;19
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;master;0;0;13;10;19;16;19;31;28;47
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60825;M Theologie & Religiewetenschappen;deeltijd onderwijs;master;0;0;1;0;1;0;2;1;2;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60825;M Theologie & Religiewetenschappen;voltijd onderwijs;master;0;0;2;0;7;0;20;2;15;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60827;M Theologie & Religiewetenschappen (research);voltijd onderwijs;master;0;0;5;6;7;6;7;9;7;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;master;0;0;3;10;5;9;1;5;1;8
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60836;M Erfgoedstudies;duaal onderwijs;master;0;0;0;8;0;8;1;6;1;11
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66003;M Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66003;M Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;master;2;3;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;deeltijd onderwijs;master;3;2;1;2;0;1;1;1;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;master;14;16;18;10;25;10;19;9;19;8
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66081;M Wijsbegeerte;deeltijd onderwijs;master;5;3;1;3;1;3;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66081;M Wijsbegeerte;voltijd onderwijs;master;13;2;9;1;5;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66109;M Godgeleerdheid;deeltijd onderwijs;master;2;0;2;0;1;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66109;M Godgeleerdheid;voltijd onderwijs;master;21;3;18;2;13;2;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66114;M Religie en Levensbeschouwing;deeltijd onderwijs;master;5;5;2;2;3;4;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66114;M Religie en Levensbeschouwing;voltijd onderwijs;master;16;28;9;17;4;8;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66118;M Religion and Theology (research);deeltijd onderwijs;master;1;0;2;0;3;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66118;M Religion and Theology (research);voltijd onderwijs;master;12;11;8;7;3;4;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66704;M Oudheidkunde;voltijd onderwijs;master;6;6;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66802;M Literatuurwetenschap;deeltijd onderwijs;master;0;3;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66802;M Literatuurwetenschap;voltijd onderwijs;master;3;8;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66803;M Taalwetenschap;deeltijd onderwijs;master;0;4;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66803;M Taalwetenschap;voltijd onderwijs;master;2;23;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66804;M Nederlandse Taal en Cultuur;deeltijd onderwijs;master;1;5;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66804;M Nederlandse Taal en Cultuur;voltijd onderwijs;master;2;22;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66805;M Duitse Taal en Cultuur;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66808;M Franse Taal en Cultuur;deeltijd onderwijs;master;0;3;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66808;M Franse Taal en Cultuur;voltijd onderwijs;master;2;10;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66824;M Kunstgeschiedenis;deeltijd onderwijs;master;5;10;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66824;M Kunstgeschiedenis;voltijd onderwijs;master;9;44;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;deeltijd onderwijs;master;1;1;1;3;0;1;0;1;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;master;7;54;17;75;20;73;23;92;29;64
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);67084;M Wijsbegeerte van een Bepaald Wetenschapsgebied;deeltijd onderwijs;master;2;2;1;1;1;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);67084;M Wijsbegeerte van een Bepaald Wetenschapsgebied;voltijd onderwijs;master;7;4;3;2;1;1;0;0;0;0
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;economie;n.v.t. (economie);50645;B Bedrijfskunde;voltijd onderwijs;bachelor;187;95;176;103;0;0;0;0;0;0
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;economie;n.v.t. (economie);50645;B Bedrijfskunde;voltijd onderwijs;propedeuse bachelor;318;162;356;203;0;0;0;0;0;0
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;economie;n.v.t. (economie);50952;B International Business Administration;voltijd onderwijs;bachelor;0;0;0;0;346;207;447;254;388;214
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;economie;n.v.t. (economie);50952;B International Business Administration;voltijd onderwijs;propedeuse bachelor;0;0;0;0;144;86;0;0;0;0
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;economie;n.v.t. (economie);60644;M Business Administration;voltijd onderwijs;master;232;113;228;135;232;152;216;124;212;131
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;bachelor;117;319;99;334;132;419;198;502;173;411
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;propedeuse bachelor;189;353;141;294;69;130;0;0;0;0
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56613;B Onderwijskunde;voltijd onderwijs;bachelor;19;73;19;57;11;41;9;29;3;8
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56613;B Onderwijskunde;voltijd onderwijs;propedeuse bachelor;9;26;7;27;3;9;0;0;0;0
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56615;B Communicatiewetenschap;voltijd onderwijs;bachelor;96;193;82;169;82;202;76;175;68;132
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56615;B Communicatiewetenschap;voltijd onderwijs;propedeuse bachelor;63;86;40;78;15;27;0;0;0;0
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;bachelor;115;140;112;120;0;0;0;0;0;0
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;propedeuse bachelor;140;113;132;93;0;0;0;0;0;0
Overijssel;0153;ENSCHEDE;reguliere inst.;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56654;B European Public Administration;voltijd onderwijs;bachelor;0;0;0;0;138;136;201;186;167;147
